homograph	wordid	sentence	start	end
misuse	misuse_nou	The program developed into the Mt Theo / Yuendumu Substance Misuse Aboriginal Corporation.	60	66
misuse	misuse_nou	These figures do not include the crime and social problems associated with alcohol misuse.	83	89
misuse	misuse_nou	One of the hallmarks of problematic benzodiazepine drug misuse is escalation of dose.	56	62
misuse	misuse_nou	"Import ban on psychoactive drug, UK Home Office""The Misuse of Drugs Act 1971 (Amendment) Order 2012"" (PDF)."	52	58
misuse	misuse_nou	EDS accused CA of breach of contract, including misuse of copyright and violations of anti-trust laws.	48	54
misuse	misuse_nou	Abuse of notation should be contrasted with misuse of notation, which should be avoided.	44	50
misuse	misuse_nou	The substance could also be considered illegal in the UK under the Misuse of Drugs Act 1971.	67	73
misuse	misuse_nou	Penalties for misuse of emergency door-opening handles are similar to those for stop-valve misuse.	91	97
misuse	misuse_nou	This is not necessarily contradictory, as they include incompetent operation under equipment failure and specify overlap between malfunction and misuse.	145	151
misuse	misuse_nou	It retained the powers given to SEBI in the ordinance, but also introduced safeguards against misuse.	94	100
misuse	misuse_nou	Misuse may diminish their protective value and undermine the effectiveness of humanitarian workers.	0	6
misuse	misuse_nou	And it asks us to look past the potential for misuse and abuse with criminal intent.	46	52
misuse	misuse_nou	Last year, he continued to detail the F.B.I.'s widespread misuse since 2001 of 'exigent letters'.	58	64
misuse	misuse_nou	Its most likely use is for the cybercriminals to lease out portions of the network for misuse.	87	93
misuse	misuse_nou	As a governor he tried his best to fight corruption and misuse of public funds.	56	62
misuse	misuse_nou	Following the resignation of President Richard Nixon, there were several investigations of suspected misuse of FBI, CIA and NSA facilities.	101	107
misuse	misuse_nou	Alcohol misuse costs the United Kingdom's National Health Service £3 billion per year.	8	14
misuse	misuse_nou	Following the 2013 Singapore cyberattacks, the Computer Misuse Act was renamed to Computer Misuse and Cybersecurity Act.	91	97
misuse	misuse_nou	There have also been works that describe the possible misuse of Wikipedia.	54	60
misuse	misuse_nou	In 2016, Dirks was placed under investigation for misuse of public funds.	50	56
misuse	misuse_nou	NASPER is designed to protect patients and physicians from the harmful effects of controlled substances through their misuse and abuse.	118	124
misuse	misuse_nou	Many researchers would consider these procedures on their data sets to be misuse of their data collection and purposes.	74	80
misuse	misuse_nou	In 2015 however, case reports of extremely high-dose loperamide resulting in opioid misuse were published.	84	90
misuse	misuse_nou	Cannabis had been a class B substance under the Misuse of Drugs Act 1971.	48	54
misuse	misuse_nou	It is suggested to use a repository of reusable misuse cases as a support in this 5-step process.	48	54
misuse	misuse_nou	Etizolam is controlled in Denmark under the Danish Misuse of Drugs Act.	51	57
misuse	misuse_nou	However, after Highfather's misuse of the Life Equation, they are fully resurrected.	28	34
misuse	misuse_nou	Short-sighted misuse of that power can ruin everything.	14	20
misuse	misuse_nou	In 2010, the Federal Circuit ruled, however, that similar conduct is not misuse.	73	79
misuse	misuse_nou	Joseph Daul was under investigation for misuse of public funds in France.	40	46
misuse	misuse_nou	Sri Lankan elections have a history of violence, misuse of state resources, and other violations of election laws.	49	55
misuse	misuse_nou	"Van Til argues that the problem is not evolution, but its misuse for ""naturalistic apologetics""."	58	64
misuse	misuse_nou	The Court also rejected the possibility of preemption due to Sherman Act violations stemming from misuse of the statute.	98	104
misuse	misuse_nou	Due to misuse of the weapon, Roxalana forced fourteen-year-old nephew Frank Gates to further fire at her husband.	7	13
misuse	misuse_nou	To avoid misuse of official position or information.	9	15
misuse	misuse_nou	She cautioned against the misuse of history to diminish expectations of the future.	26	32
misuse	misuse_vrb	Legislative Council Chairman Jasper Tsang Yok-sing disagreed that the police were excessively violent, saying they would not misuse pepper spray.	125	131
misuse	misuse_vrb	I'm a religious person and I will fight those who misuse His name.	50	56
misuse	misuse_vrb	They usually abandon the house if their gifts are called payments, or if the owners of the house misuse them.	97	103
misuse	misuse_vrb	They misuse their employment by secretly selling the company petrol in the black market.	5	11
misuse	misuse_vrb	There are allegations that he would distort and misuse data given to him.	48	54
mobile	mobile	It also provides a round-the-clock mobile service support.	35	41
mobile	mobile	The school also provides firewalled wireless internet access for students and staff who use their own mobile computers at school.	102	108
mobile	mobile	Continental Airlines became the first airline to launch a mobile boarding pass service to London's Heathrow.	58	64
mobile	mobile	It is currently available for touch-screen devices on Windows Mobile 5 & 6 only.	62	68
mobile	mobile	The station's live stream is also available through its mobile app.	56	62
mobile	mobile	They have now focussed their business on a new application, Podifi, which is a mobile contactless payment and loyalty device.	79	85
mobile	mobile	Unlike mobile applications, hydrogen density is not a huge problem for stationary applications.	7	13
mobile	mobile	Vyrso is an ebook store and mobile app that specialises in Christian fiction and non-fiction.	28	34
mobile	mobile	Documents To Go is also available for Microsoft Windows Mobile 5.0 Smartphone and 6 Standard devices.	56	62
mobile	mobile	The next wave of popular mobile enterprise application software was the advent of the CRM software.	25	31
mobile	mobile	Mobile devices have witnessed a phenomenal growth in the past few years.	0	6
mobile	mobile	Fortumo has integrated approximately 350 mobile operators to its billing platform.	41	47
mobile	mobile	At one point she brandishes her mobile phone at him.	32	38
mobile	mobile	Polarons are highly mobile and can diffuse away.	20	26
mobile	mobile	They make use of a mobile ball and liquid ink to produce a smoother line.	19	25
mobile	mobile	Being a highly mobile molecule it moves ahead of most proteins.	15	21
mobile	mobile	These are delivered via their website and mobile apps.	42	48
mobile	mobile	Self-published books are edited using a web interface; they are also accessible via dedicated Kindle and mobile websites.	105	111
mobile	mobile	It is available on the web and as mobile apps for the Android and iOS mobile operating systems.	34	40
mobile	mobile	The Australian Mobile/PDA EDITIONBoland, Michaela (6 December 2007).	15	21
mobile	mobile	Concierge is an OSGI (Open Service Gateway Initiative) R3 framework implementation intended for resource-constrained devices like mobile and embedded systems.	130	136
mobile	mobile	The museum routinely travels around the country with a pop-up version of the experience called the Mobile Museum.	99	105
mobile	mobile	Police resources include;uniformed and plain-clothes police officers,sniffer dogs,mobile scanners.	82	88
mobile	mobile	It can also affect mobile phones, FM radios, and televisions.	19	25
mobile	mobile	Medic Mobile is used in over 20 countries with 39 partners.	6	12
mobile	mobile	As of February 2016, 62% percent of APA searches, posts and activity are done from a mobile device.	85	91
mobile	mobile	In 1929 a toll bridge was opened which crossed into Mobile.	52	58
mobile	mobile	Two vehicles are operated with limited stock by Rhydypennau Library, but specific books can be ordered through the mobile library.	115	121
mobile	mobile	University of Louisiana in Lafayette has also created a mobile museum as part of the graduate program in History.	56	62
mobile	mobile	Voalte Connect is a mobile device management system that activates, monitors, and supports the devices through a secure platform.	20	26
mobile	mobile	In March 2013, T-Mobile introduced a new streamlined plan structure known as Simple Choice for new customers.	17	23
mobile	mobile	However, his mobile phone is still working.	13	19
mobile	mobile	As of June 2015, Myanmar has a mobile phone penetration rate of 54.6%, up from less than 10% in 2012.	31	37
mobile	mobile	He used eMobc to build Mobsyte in 2013 in order to create websites optimized for mobile, tablet and desktop.	81	87
mobile	mobile	Naval Mobile Construction Battalion ONE (NMCB 1), is a United States Navy Seabee battalion.	6	12
mobile	mobile	Although mobile suits are the main focus of the series, tanks are in use.	9	15
mobile	mobile	Through Mobile IPTV, users can view IPTV services using a mobile device.	58	64
mobile	mobile	Other versions of ARToolKit have also been ported to Symbian, and Windows Phone to support mobile AR applications.	91	97
mobile	mobile	On September 19, Public Mobile entered an application for leave to appeal to the Supreme Court of Canada.	24	30
mobile	mobile	In 2003 the clinic acquired a 28-foot long mobile law office, perhaps the first such facility in the country.	43	49
mobile	mobile	Bell-owned Virgin Mobile Canada as well as Loblaws prepaid PC Telecom, operate as MVNOs on the Bell Mobility network.	18	24
